Year,Month,Cbs district,Name,Residential Area Type,Total Population,Gender Ratio,Total jobseekers,Academic,Unemployed job seekers,Estimated unemployed rate in city
2011,7,המרכז,רחובות,עיר,58097,0.716427233,2748,547,2696,0.0473
2011,7,המרכז,רמלה,עיר,32733,0.864603482,1928,121,1884,0.0589
2011,7,המרכז,רעננה,עיר,35172,0.961538462,1020,300,1014,0.029
2011,7,המרכז,שוהם,מועצה מקומית,9607,0.75,196,59,196,0.0204
2011,7,המרכז,תל מונד,מועצה מקומית,5330,0.790123457,145,49,145,0.0272
2011,7,הצפון,אבו סנאן,מועצה מקומית,4822,0.602620087,734,5,730,0.1522
2011,7,הצפון,אכסאל,מועצה מקומית,4542,0.659509202,541,11,541,0.1191
2011,7,הצפון,אעבלין,מועצה מקומית,4648,0.644385027,615,12,615,0.1323
2011,7,הצפון,בועיינה-נוג'ידאת,מועצה מקומית,3174,0.745583039,494,6,490,0.1556
2011,7,הצפון,בוקעאתא,מועצה מקומית,2359,0.610859729,356,8,347,0.1509
2011,7,הצפון,ביר אל-מכסור,מועצה מקומית,2998,0.585454545,436,8,436,0.1454
2011,7,הצפון,בית ג'ן,מועצה מקומית,4138,0.368852459,334,3,331,0.0807
2011,7,הצפון,בית שאן,מועצה מקומית,9386,0.656028369,934,21,932,0.0995
2011,7,הצפון,בסמת טבעון,מועצה מקומית,2664,0.657718121,247,5,246,0.0927
2011,7,הצפון,בענה,מועצה מקומית,2811,0.595238095,469,4,469,0.1668
2011,7,הצפון,ג'דיידה-מכר,מועצה מקומית,7727,0.741081703,1513,8,1512,0.1958
2011,7,הצפון,ג'ולס,מועצה מקומית,2376,0.414012739,222,3,221,0.0934
2011,7,הצפון,ג'ש (גוש חלב),יישוב כפרי,1451,0.96875,63,2,62,0.0434
2011,7,הצפון,דבורייה,מועצה מקומית,3611,0.798319328,428,16,427,0.1185
2011,7,הצפון,דייר אל-אסד,מועצה מקומית,4112,0.682539683,424,6,424,0.1031
2011,7,הצפון,דייר חנא,מועצה מקומית,3900,0.726287263,637,6,636,0.1633
2011,7,הצפון,זרזיר,מועצה מקומית,2458,0.651685393,294,4,288,0.1196
2011,7,הצפון,חורפיש,מועצה מקומית,2116,0.690909091,186,7,186,0.0879
2011,7,הצפון,חצור הגלילית,מועצה מקומית,4421,0.614973262,302,9,297,0.0683
2011,7,הצפון,טבריה,עיר,21428,0.701298701,1965,119,1848,0.0917
2011,7,הצפון,טובא-זנגרייה,מועצה מקומית,2669,0.699530516,362,3,359,0.1356
2011,7,הצפון,טורעאן,מועצה מקומית,4568,0.53008596,534,10,532,0.1169
2011,7,הצפון,טמרה,מועצה מקומית,11628,0.695286195,2014,35,2009,0.1732
2011,7,הצפון,יאנוח-ג'ת,מועצה מקומית,2149,0.542635659,199,5,199,0.0926
2011,7,הצפון,יבנאל,יישוב כפרי,1443,1.701754386,154,9,143,0.1067
2011,7,הצפון,יפיע,מועצה מקומית,6466,0.688829787,635,13,632,0.0982
2011,7,הצפון,יקנעם עילית,מועצה מקומית,10230,0.786377709,577,93,577,0.0564
2011,7,הצפון,ירכא,מועצה מקומית,4531,0.705882353,522,2,522,0.1152
2011,7,הצפון,כאבול,מועצה מקומית,4084,0.640661939,694,13,692,0.1699
2011,7,הצפון,כאוכב אבו אל-היג'א,יישוב כפרי,1419,0.674242424,221,7,221,0.1557
2011,7,הצפון,כסרא-סמיע,מועצה מקומית,2695,0.579268293,259,3,258,0.0961
2011,7,הצפון,כעביה-טבאש-חג'אג'רה,יישוב כפרי,1866,0.710526316,195,2,193,0.1045
2011,7,הצפון,כפר ורדים,מועצה מקומית,2939,0.672131148,102,37,102,0.0347
2011,7,הצפון,כפר יאסיף,מועצה מקומית,4253,0.707317073,490,3,490,0.1152
2011,7,הצפון,כפר כמא,יישוב כפרי,1365,0.543478261,71,3,69,0.052
2011,7,הצפון,כפר כנא,מועצה מקומית,7274,0.597014925,1177,25,1170,0.1618
2011,7,הצפון,כפר מנדא,מועצה מקומית,6048,0.817689531,1007,14,999,0.1665
2011,7,הצפון,כפר תבור,יישוב כפרי,1710,0.585365854,65,13,64,0.038
2011,7,הצפון,כרמיאל,עיר,25441,0.646193772,1903,358,1849,0.0748
2011,7,הצפון,מגאר,מועצה מקומית,7427,0.615049073,1481,35,1478,0.1994
2011,7,הצפון,מג'ד אל-כרום,מועצה מקומית,5246,0.668407311,639,7,639,0.1218
2011,7,הצפון,מגדל העמק,מועצה מקומית,13150,0.803600655,1102,77,1051,0.0838
2011,7,הצפון,מג'דל שמס,מועצה מקומית,3903,0.576388889,454,19,452,0.1163
2011,7,הצפון,מזרעה,יישוב כפרי,1624,0.716814159,194,2,193,0.1194
2011,7,הצפון,מסעדה,יישוב כפרי,1455,0.543307087,196,2,195,0.1347
2011,7,הצפון,מעיליא,יישוב כפרי,1360,0.761904762,37,2,37,0.0272
2011,7,הצפון,מעלות-תרשיחא,מועצה מקומית,11433,0.701130856,1053,122,1049,0.0921
2011,7,הצפון,משהד,מועצה מקומית,2625,0.56097561,320,1,316,0.1219
2011,7,הצפון,נהרייה,עיר,28010,0.848013817,2140,237,2127,0.0764
2011,7,הצפון,נחף,מועצה מקומית,4055,0.778210117,457,11,456,0.1127
2011,7,הצפון,נצרת,עיר,29128,0.76584507,3009,91,2993,0.1033
2011,7,הצפון,נצרת עילית,עיר,23917,0.785714286,2100,282,2002,0.0878
2011,7,הצפון,סאג'ור,יישוב כפרי,1440,0.6875,135,1,133,0.0937
2011,7,הצפון,סח'נין,מועצה מקומית,11442,0.786416443,1999,39,1999,0.1747
2011,7,הצפון,ע'ג'ר,יישוב כפרי,834,0.622641509,86,2,86,0.103
2011,7,הצפון,עיילבון,מועצה מקומית,2127,0.747663551,187,4,186,0.0879
2011,7,הצפון,עילוט,מועצה מקומית,2319,0.634146341,335,7,335,0.1444
2011,7,הצפון,עין מאהל,מועצה מקומית,4281,0.773006135,578,9,569,0.135
2011,7,הצפון,עכו,עיר,24487,0.814014752,3443,152,3417,0.1406
2011,7,הצפון,עפולה,עיר,22706,0.703020134,2030,210,1964,0.0894
2011,7,הצפון,עראבה,מועצה מקומית,8096,0.662243667,1378,33,1377,0.1702
2011,7,הצפון,פסוטה,יישוב כפרי,1505,0.655555556,149,8,149,0.099
2011,7,הצפון,פקיעין (בוקייעה),מועצה מקומית,2346,1.059701493,138,5,137,0.0588
2011,7,הצפון,צפת,מועצה מקומית,11521,0.996460177,1128,80,1121,0.0979
2011,7,הצפון,קצרין,מועצה מקומית,3741,0.817460317,229,38,228,0.0612
2011,7,הצפון,קריית שמונה,מועצה מקומית,12507,0.920353982,868,68,854,0.0694
2011,7,הצפון,ראמה,מועצה מקומית,3239,0.825136612,334,6,332,0.1031
2011,7,הצפון,ראש פינה,יישוב כפרי,1387,0.675,67,9,67,0.0483
2011,7,הצפון,ריינה,מועצה מקומית,5591,0.681818182,629,15,623,0.1125
2011,7,הצפון,רמת ישי,מועצה מקומית,3654,0.746031746,110,29,110,0.0301
2011,7,הצפון,שבלי - אום אל-גנם,מועצה מקומית,2137,0.73880597,233,6,232,0.109
2011,7,הצפון,שלומי,מועצה מקומית,3351,0.751445087,303,14,299,0.0904
2011,7,הצפון,שעב,מועצה מקומית,2498,0.71641791,460,1,459,0.1841
2011,7,הצפון,שפרעם,מועצה מקומית,14665,0.628023353,1952,39,1948,0.1331
2011,7,חיפה,אום אל-פחם,מועצה מקומית,17127,0.714285714,3720,10,3717,0.2172
2011,7,חיפה,אור עקיבא,מועצה מקומית,9286,0.709497207,612,47,597,0.0659
2011,7,חיפה,בנימינה-גבעת עדה*,מועצה מקומית,6128,0.788617886,220,63,220,0.0359
2011,7,חיפה,"בסמ""ה",מועצה מקומית,3195,0.774891775,410,3,410,0.1283
2011,7,חיפה,ג'סר א-זרקא,מועצה מקומית,5104,1.37244898,465,0,463,0.0911
2011,7,חיפה,דאלית אל-כרמל,מועצה מקומית,6816,0.62012987,499,10,495,0.0732
2011,7,חיפה,זכרון יעקב,מועצה מקומית,9136,0.858108108,275,77,272,0.0301
2011,7,חיפה,חדרה,עיר,44792,0.67248062,2589,276,2552,0.0578
2011,7,חיפה,חיפה,מטרופולין,131118,0.813019391,7854,1434,7814,0.0599
2011,7,חיפה,חריש-קציר,יישוב כפרי,1631,0.916666667,23,1,23,0.0141
2011,7,חיפה,טירת כרמל,מועצה מקומית,9630,0.844339623,782,39,776,0.0812
2011,7,חיפה,כפר קרע,מועצה מקומית,6871,0.775700935,380,4,378,0.0553
2011,7,חיפה,מעלה עירון,מועצה מקומית,4769,0.672316384,888,1,888,0.1862
2011,7,חיפה,נשר,מועצה מקומית,12240,0.861198738,590,108,587,0.0482
2011,7,חיפה,עספיא,מועצה מקומית,4823,0.729957806,410,8,410,0.085
2011,7,חיפה,ערערה,מועצה מקומית,6654,0.621082621,569,8,568,0.0855
2011,7,חיפה,פוריידיס,מועצה מקומית,4748,0.83982684,425,9,424,0.0895
2011,7,חיפה,פרדס חנה-כרכור,מועצה מקומית,17037,0.787193974,949,138,942,0.0557
2011,7,חיפה,קריית אתא,עיר,26907,0.690082645,2045,149,2038,0.076
2011,7,חיפה,קריית ביאליק,עיר,20061,0.728723404,1300,159,1293,0.0648
2011,7,חיפה,קריית טבעון,מועצה מקומית,7611,0.942857143,204,67,202,0.0268
2011,7,חיפה,קריית ים,מועצה מקומית,20000,0.805985552,1750,162,1743,0.0875
2011,7,חיפה,קריית מוצקין,עיר,20876,0.684353741,1238,177,1232,0.0593
2011,7,חיפה,רכסים,מועצה מקומית,2746,0.719626168,184,8,183,0.067
2011,7,ירושלים,אבו גוש,מועצה מקומית,2414,1.007874016,255,6,255,0.1056
2011,7,ירושלים,בית שמש,עיר,25166,0.664563617,1583,120,1575,0.0629
2011,7,ירושלים,ירושלים,מטרופולין,251006,0.763319189,11220,1233,11147,0.0447
2011,7,ירושלים,מבשרת ציון,מועצה מקומית,11771,0.91627907,412,74,411,0.035
2011,7,ירושלים,קריית יערים,יישוב כפרי,1000,0.523809524,32,3,32,0.032
2011,7,תל אביב,אור יהודה,מועצה מקומית,17627,0.766208251,899,39,890,0.051
2011,7,תל אביב,אזור,מועצה מקומית,6000,0.990909091,219,21,216,0.0365
2011,7,תל אביב,בני ברק,עיר,46739,0.73971679,2580,137,2563,0.0552
2011,7,תל אביב,בת ים,עיר,70846,0.837161817,3599,472,3543,0.0508
2011,7,תל אביב,גבעתיים,עיר,27536,0.715575621,760,285,755,0.0276
2011,7,תל אביב,הרצלייה,עיר,46377,0.834328358,1229,314,1206,0.0265
2011,7,תל אביב,חולון,עיר,93644,0.807524537,3315,491,3272,0.0354
2011,7,תל אביב,קריית אונו,מועצה מקומית,16286,0.737254902,443,138,441,0.0272
2011,7,תל אביב,רמת גן,עיר,71812,0.835401158,2219,638,2200,0.0309
2011,7,תל אביב,רמת השרון,עיר,20499,0.768627451,451,137,448,0.022
2011,7,תל אביב,תל אביב -יפו,מטרופולין,232536,0.966130604,8069,2296,7999,0.0347
2011,8,אזור יהודה והשומרון,אורנית,מועצה מקומית,3793,0.867924528,99,37,98,0.0261
2011,8,אזור יהודה והשומרון,אלפי מנשה,מועצה מקומית,4032,0.921568627,98,26,98,0.0243
2011,8,אזור יהודה והשומרון,אלקנה,יישוב כפרי,1745,0.761904762,37,22,36,0.0212
2011,8,אזור יהודה והשומרון,אפרתה,מועצה מקומית,3522,1.066666667,62,29,62,0.0176
2011,8,אזור יהודה והשומרון,אריאל,מועצה מקומית,9976,0.905405405,423,103,422,0.0424
2011,8,אזור יהודה והשומרון,בית אל,מועצה מקומית,2172,1.416666667,58,11,57,0.0267
2011,8,אזור יהודה והשומרון,בית אריה,מועצה מקומית,2118,0.583333333,57,9,57,0.0269
2011,8,אזור יהודה והשומרון,ביתר עילית,מועצה מקומית,8575,0.635820896,548,14,544,0.0639
2011,8,אזור יהודה והשומרון,גבעת זאב,מועצה מקומית,6035,0.924528302,204,26,204,0.0338
2011,8,אזור יהודה והשומרון,הר אדר,יישוב כפרי,1764,0.95,39,17,38,0.0221
2011,8,אזור יהודה והשומרון,מודיעין עילית,מועצה מקומית,10840,0.263814617,709,25,704,0.0654
2011,8,אזור יהודה והשומרון,מעלה אדומים,מועצה מקומית,18009,0.671171171,742,94,731,0.0412
2011,8,אזור יהודה והשומרון,עמנואל,יישוב כפרי,945,0.87755102,92,4,92,0.0973
2011,8,אזור יהודה והשומרון,קדומים,יישוב כפרי,1610,0.652173913,38,8,38,0.0236
2011,8,אזור יהודה והשומרון,קריית ארבע,מועצה מקומית,2795,1,130,22,130,0.0465
2011,8,אזור יהודה והשומרון,קרני שומרון,מועצה מקומית,3287,1.290322581,71,19,70,0.0216
2011,8,הדרום,אופקים,מועצה מקומית,11429,0.690528634,1535,108,1529,0.1343
2011,8,הדרום,אילת,עיר,30913,0.743718593,1388,85,1372,0.0449
2011,8,הדרום,אשדוד,עיר,101163,0.623123123,7567,874,7501,0.0748
2011,8,הדרום,אשקלון,עיר,59676,0.632920354,4613,700,4498,0.0773
2011,8,הדרום,באר שבע,עיר,94882,0.725723256,7695,1006,7638,0.0811
2011,8,הדרום,דימונה,מועצה מקומית,17940,0.726574501,2248,141,2208,0.1253
2011,8,הדרום,חורה,מועצה מקומית,3055,0.731132075,734,0,733,0.2402
2011,8,הדרום,ירוחם,מועצה מקומית,4250,0.963562753,485,23,476,0.1141
2011,8,הדרום,כסיפה,מועצה מקומית,3747,0.700854701,995,5,994,0.2655
2011,8,הדרום,להבים,מועצה מקומית,3076,1,60,25,60,0.0195
2011,8,הדרום,לקיה,מועצה מקומית,3227,0.774378585,928,6,925,0.2875
2011,8,הדרום,מיתר,מועצה מקומית,3755,0.648148148,89,28,88,0.0237
2011,8,הדרום,מצפה רמון,מועצה מקומית,2344,0.49382716,242,16,230,0.1032
2011,8,הדרום,נתיבות,מועצה מקומית,11923,0.610335196,1153,69,1142,0.0967
2011,8,הדרום,עומר,מועצה מקומית,3710,0.552631579,59,25,59,0.0159
2011,8,הדרום,ערד,מועצה מקומית,12563,0.74301676,936,174,916,0.0745
2011,8,הדרום,ערערה-בנגב,מועצה מקומית,3191,0.663194444,958,5,957,0.3002
2011,8,הדרום,קריית גת,עיר,24994,0.680631868,2447,196,2441,0.0979
2011,8,הדרום,קריית מלאכי,מועצה מקומית,10995,0.848101266,1314,34,1291,0.1195
2011,8,הדרום,רהט,מועצה מקומית,14064,0.630054645,2983,11,2981,0.2121
2011,8,הדרום,שגב-שלום,יישוב כפרי,1980,0.518272425,457,0,456,0.2308
2011,8,הדרום,שדרות,מועצה מקומית,11134,0.660294118,1129,63,1125,0.1014
2011,8,הדרום,תל שבע,מועצה מקומית,3860,0.858712716,1184,3,1184,0.3067
2011,8,המרכז,אבן יהודה,מועצה מקומית,5913,1.016393443,123,42,123,0.0208
2011,8,המרכז,אליכין,יישוב כפרי,1610,0.763157895,67,6,66,0.0416
2011,8,המרכז,אלעד,מועצה מקומית,10718,0.525568182,537,18,535,0.0501
2011,8,המרכז,באר יעקב,מועצה מקומית,7122,0.838235294,250,40,245,0.0351
2011,8,המרכז,בית דגן,מועצה מקומית,3291,0.944444444,105,14,104,0.0319
2011,8,המרכז,"בני עי""ש",מועצה מקומית,3934,0.745454545,192,25,188,0.0488
2011,8,המרכז,גבעת שמואל,מועצה מקומית,10478,1.210084034,263,99,261,0.0251
2011,8,המרכז,גדרה,מועצה מקומית,10164,0.651785714,370,71,365,0.0364
2011,8,המרכז,ג'לג'וליה,מועצה מקומית,2815,0.810810811,67,3,67,0.0238
2011,8,המרכז,גן יבנה,מועצה מקומית,9760,0.491869919,367,53,363,0.0376
2011,8,המרכז,גני תקווה,מועצה מקומית,6982,0.686440678,199,53,199,0.0285
2011,8,המרכז,הוד השרון,עיר,25221,0.939172749,797,231,793,0.0316
2011,8,המרכז,זמר,מועצה מקומית,2410,0.435185185,155,7,155,0.0643
2011,8,המרכז,טייבה,מועצה מקומית,14791,0.705035971,2133,4,2121,0.1442
2011,8,המרכז,טירה,מועצה מקומית,8907,0.93902439,318,14,318,0.0357
2011,8,המרכז,יבנה,מועצה מקומית,17970,0.928712871,974,93,971,0.0542
2011,8,המרכז,יהוד,מועצה מקומית,15183,0.784615385,580,89,560,0.0382
2011,8,המרכז,כוכב יאיר,מועצה מקומית,5284,0.911764706,130,43,130,0.0246
2011,8,המרכז,כפר ברא,יישוב כפרי,1016,1.181818182,24,0,24,0.0236
2011,8,המרכז,כפר יונה,מועצה מקומית,9512,0.6875,351,71,347,0.0369
2011,8,המרכז,כפר סבא,עיר,46438,0.784210526,1356,364,1340,0.0292
2011,8,המרכז,כפר קאסם,מועצה מקומית,6536,0.683453237,234,8,234,0.0358
2011,8,המרכז,לוד,עיר,33080,0.72181552,2352,200,2337,0.0711
2011,8,המרכז,מודיעין-מכבים-רעות*,עיר,37464,0.652173913,1064,376,1045,0.0284
2011,8,המרכז,מזכרת בתיה,מועצה מקומית,5579,0.575221239,178,47,176,0.0319
2011,8,המרכז,נס ציונה,מועצה מקומית,20000,0.693069307,684,154,678,0.0342
2011,8,המרכז,נתניה,עיר,94433,0.755524377,5005,732,4965,0.053
2011,8,המרכז,סביון*,יישוב כפרי,1630,0.875,15,8,15,0.0092
2011,8,המרכז,פרדסייה,מועצה מקומית,3429,0.727272727,95,16,94,0.0277
2011,8,המרכז,פתח תקווה,עיר,109440,0.71559633,4301,890,4262,0.0393
2011,8,המרכז,קדימה-צורן,מועצה מקומית,8591,0.848484848,244,64,243,0.0284
2011,8,המרכז,קלנסווה,מועצה מקומית,7152,0.553897181,937,2,934,0.131
2011,8,המרכז,קריית עקרון,מועצה מקומית,5386,0.833333333,286,22,284,0.0531
2011,8,המרכז,ראש העין,עיר,20526,0.796052632,819,88,802,0.0399
2011,8,המרכז,ראשון לציון,עיר,126088,0.757005758,4577,900,4560,0.0363
2011,8,המרכז,רחובות,עיר,58086,0.690419162,2823,543,2773,0.0486
2011,8,המרכז,רמלה,עיר,32582,0.848574238,1880,119,1844,0.0577
2011,8,המרכז,רעננה,עיר,35086,0.931428571,1014,329,1009,0.0289
2011,8,המרכז,שוהם,מועצה מקומית,9575,0.698924731,158,59,158,0.0165
2011,8,המרכז,תל מונד,מועצה מקומית,5317,0.763157895,134,49,134,0.0252
2011,8,הצפון,אבו סנאן,מועצה מקומית,4814,0.589912281,725,6,721,0.1506
2011,8,הצפון,אכסאל,מועצה מקומית,4559,0.663636364,549,15,548,0.1204
2011,8,הצפון,אעבלין,מועצה מקומית,4668,0.65535248,634,12,634,0.1358
2011,8,הצפון,בועיינה-נוג'ידאת,מועצה מקומית,3155,0.726277372,473,6,469,0.1499
2011,8,הצפון,בוקעאתא,מועצה מקומית,2355,0.570175439,358,8,350,0.152
2011,8,הצפון,ביר אל-מכסור,מועצה מקומית,3000,0.575539568,438,7,438,0.146
2011,8,הצפון,בית ג'ן,מועצה מקומית,4137,0.396624473,331,3,328,0.08
2011,8,הצפון,בית שאן,מועצה מקומית,9435,0.640599002,986,24,984,0.1045
2011,8,הצפון,בסמת טבעון,מועצה מקומית,2656,0.666666667,250,5,250,0.0941
2011,8,הצפון,בענה,מועצה מקומית,2793,0.590106007,450,3,450,0.1611
2011,8,הצפון,ג'דיידה-מכר,מועצה מקומית,7687,0.706836616,1473,7,1472,0.1916
2011,8,הצפון,ג'ולס,מועצה מקומית,2363,0.377483444,208,2,207,0.088
2011,8,הצפון,ג'ש (גוש חלב),יישוב כפרי,1447,1.115384615,55,2,54,0.038
2011,8,הצפון,דבורייה,מועצה מקומית,3595,0.734177215,411,17,410,0.1143
2011,8,הצפון,דייר אל-אסד,מועצה מקומית,4107,0.64453125,421,7,421,0.1025
2011,8,הצפון,דייר חנא,מועצה מקומית,3891,0.712737127,632,6,632,0.1624
2011,8,הצפון,זרזיר,מועצה מקומית,2429,0.699386503,277,4,273,0.114
2011,8,הצפון,חורפיש,מועצה מקומית,2081,0.655555556,149,7,149,0.0716
2011,8,הצפון,חצור הגלילית,מועצה מקומית,4447,0.632432432,302,8,295,0.0679
2011,8,הצפון,טבריה,עיר,21453,0.701310044,1948,116,1827,0.0908
2011,8,הצפון,טובא-זנגרייה,מועצה מקומית,2655,0.696517413,341,3,337,0.1284
2011,8,הצפון,טורעאן,מועצה מקומית,4558,0.518731988,527,10,525,0.1156
2011,8,הצפון,טמרה,מועצה מקומית,11598,0.681431005,1974,28,1968,0.1702
2011,8,הצפון,יאנוח-ג'ת,מועצה מקומית,2108,0.5,159,4,159,0.0754
2011,8,הצפון,יבנאל,יישוב כפרי,1430,1.679245283,142,8,132,0.0993
2011,8,הצפון,יפיע,מועצה מקומית,6451,0.719346049,631,11,629,0.0978
2011,8,הצפון,יקנעם עילית,מועצה מקומית,10281,0.78962536,621,94,621,0.0604
2011,8,הצפון,ירכא,מועצה מקומית,4520,0.737201365,509,4,509,0.1126
2011,8,הצפון,כאבול,מועצה מקומית,4080,0.607058824,683,18,680,0.1674
2011,8,הצפון,כאוכב אבו אל-היג'א,יישוב כפרי,1408,0.6484375,211,8,211,0.1498
2011,8,הצפון,כסרא-סמיע,מועצה מקומית,2673,0.631944444,235,2,234,0.0879
2011,8,הצפון,כעביה-טבאש-חג'אג'רה,יישוב כפרי,1865,0.716814159,194,1,192,0.104
2011,8,הצפון,כפר ורדים,מועצה מקומית,2927,0.934782609,89,35,89,0.0304
2011,8,הצפון,כפר יאסיף,מועצה מקומית,4240,0.673684211,477,3,477,0.1125
2011,8,הצפון,כפר כמא,יישוב כפרי,1367,0.541666667,74,2,72,0.0541
2011,8,הצפון,כפר כנא,מועצה מקומית,7250,0.565275908,1163,23,1158,0.1604
2011,8,הצפון,כפר מנדא,מועצה מקומית,6057,0.809608541,1017,14,1009,0.1679
2011,8,הצפון,כפר תבור,יישוב כפרי,1702,0.777777778,48,13,47,0.0282
2011,8,הצפון,כרמיאל,עיר,25507,0.628774423,1834,375,1772,0.0719
2011,8,הצפון,מגאר,מועצה מקומית,7381,0.624858757,1438,38,1435,0.1948
2011,8,הצפון,מג'ד אל-כרום,מועצה מקומית,5221,0.66395664,614,8,614,0.1176
2011,8,הצפון,מגדל העמק,מועצה מקומית,13185,0.764795144,1163,93,1111,0.0882
2011,8,הצפון,מג'דל שמס,מועצה מקומית,3899,0.577464789,448,19,446,0.1149
2011,8,הצפון,מזרעה,יישוב כפרי,1604,0.540540541,171,2,170,0.1066
2011,8,הצפון,מסעדה,יישוב כפרי,1445,0.5,186,3,185,0.1287
2011,8,הצפון,מעיליא,יישוב כפרי,1366,0.863636364,41,6,41,0.03
2011,8,הצפון,מעלות-תרשיחא,מועצה מקומית,11332,0.753649635,961,119,958,0.0848
2011,8,הצפון,משהד,מועצה מקומית,2609,0.53960396,311,1,308,0.1192
2011,8,הצפון,נהרייה,עיר,27889,0.8,2061,237,2052,0.0739
2011,8,הצפון,נחף,מועצה מקומית,4041,0.779116466,443,14,442,0.1096
2011,8,הצפון,נצרת,עיר,29060,0.713119534,2938,83,2924,0.1011
2011,8,הצפון,נצרת עילית,עיר,23944,0.728559534,2076,308,1975,0.0867
2011,8,הצפון,סאג'ור,יישוב כפרי,1433,0.657894737,126,1,124,0.0879
2011,8,הצפון,סח'נין,מועצה מקומית,11385,0.759528131,1939,36,1939,0.1703
2011,8,הצפון,ע'ג'ר,יישוב כפרי,828,0.549019608,79,2,79,0.0954
2011,8,הצפון,עיילבון,מועצה מקומית,2124,0.719626168,184,6,183,0.0866
2011,8,הצפון,עילוט,מועצה מקומית,2316,0.573459716,332,6,332,0.1433
2011,8,הצפון,עין מאהל,מועצה מקומית,4301,0.818461538,591,8,581,0.1374
2011,8,הצפון,עכו,עיר,24413,0.792021277,3369,162,3344,0.138
2011,8,הצפון,עפולה,עיר,22634,0.707597173,1933,210,1868,0.0854
2011,8,הצפון,עראבה,מועצה מקומית,8087,0.634844869,1370,36,1369,0.1694
2011,8,הצפון,פסוטה,יישוב כפרי,1490,0.614457831,134,5,134,0.0899
2011,8,הצפון,פקיעין (בוקייעה),מועצה מקומית,2333,1,126,5,125,0.054
2011,8,הצפון,צפת,מועצה מקומית,11477,0.932021467,1080,78,1073,0.0941
2011,8,הצפון,קצרין,מועצה מקומית,3720,0.711864407,202,38,201,0.0543
2011,8,הצפון,קריית שמונה,מועצה מקומית,12445,0.824200913,799,73,786,0.0642
2011,8,הצפון,ראמה,מועצה מקומית,3205,0.718918919,318,6,318,0.0992
2011,8,הצפון,ראש פינה,יישוב כפרי,1378,0.594594595,59,9,59,0.0428
2011,8,הצפון,ריינה,מועצה מקומית,5548,0.597368421,607,18,604,0.1094
2011,8,הצפון,רמת ישי,מועצה מקומית,3650,0.846153846,96,27,96,0.0263
2011,8,הצפון,שבלי - אום אל-גנם,מועצה מקומית,2133,0.703125,218,6,216,0.1022
2011,8,הצפון,שלומי,מועצה מקומית,3337,0.675324675,258,12,252,0.0773
2011,8,הצפון,שעב,מועצה מקומית,2490,0.698884758,457,2,457,0.1835
2011,8,הצפון,שפרעם,מועצה מקומית,14718,0.609083536,1984,37,1977,0.1348
2011,8,חיפה,אום אל-פחם,מועצה מקומית,17078,0.66681777,3677,12,3674,0.2153
2011,8,חיפה,אור עקיבא,מועצה מקומית,9201,0.711428571,599,44,589,0.0651
2011,8,חיפה,בנימינה-גבעת עדה*,מועצה מקומית,6163,0.693693694,188,61,186,0.0305
2011,8,חיפה,"בסמ""ה",מועצה מקומית,3191,0.760869565,405,3,405,0.1269
2011,8,חיפה,ג'סר א-זרקא,מועצה מקומית,5102,1.32642487,449,0,446,0.088
2011,8,חיפה,דאלית אל-כרמל,מועצה מקומית,6828,0.594155844,491,12,485,0.0719
2011,8,חיפה,זכרון יעקב,מועצה מקומית,9076,0.801526718,236,72,234,0.026
2011,8,חיפה,חדרה,עיר,44810,0.671370968,2487,287,2441,0.0555
2011,8,חיפה,חיפה,מטרופולין,130871,0.792840095,7512,1450,7466,0.0574
2011,8,חיפה,חריש-קציר,יישוב כפרי,1631,1.090909091,23,2,23,0.0141
2011,8,חיפה,טירת כרמל,מועצה מקומית,9624,0.832935561,768,37,761,0.0798
2011,8,חיפה,כפר קרע,מועצה מקומית,6830,0.865979381,362,6,361,0.053
2011,8,חיפה,מעלה עירון,מועצה מקומית,4765,0.632841328,885,1,885,0.1857
2011,8,חיפה,נשר,מועצה מקומית,12202,0.932384342,543,102,539,0.0445
2011,8,חיפה,עספיא,מועצה מקומית,4812,0.742718447,359,8,356,0.0746
2011,8,חיפה,ערערה,מועצה מקומית,6621,0.549418605,533,8,532,0.0805
2011,8,חיפה,פוריידיס,מועצה מקומית,4723,0.839449541,401,8,400,0.0849
2011,8,חיפה,פרדס חנה-כרכור,מועצה מקומית,17039,0.769857434,869,131,857,0.051
2011,8,חיפה,קריית אתא,עיר,26852,0.665824916,1979,155,1972,0.0737
2011,8,חיפה,קריית ביאליק,מועצה מקומית,19967,0.699724518,1234,141,1230,0.0618
2011,8,חיפה,קריית טבעון,מועצה מקומית,7636,0.981132075,210,71,208,0.0275
2011,8,חיפה,קריית ים,מועצה מקומית,19965,0.803777545,1719,173,1712,0.0861
2011,8,חיפה,קריית מוצקין,עיר,20861,0.671942446,1162,170,1154,0.0557
2011,8,חיפה,רכסים,מועצה מקומית,2756,0.555555556,196,11,195,0.0711
2011,8,ירושלים,אבו גוש,מועצה מקומית,2400,0.928,241,8,241,0.1004
2011,8,ירושלים,בית שמש,עיר,25034,0.631221719,1442,120,1435,0.0576
2011,8,ירושלים,ירושלים,מטרופולין,250972,0.715589236,11093,1273,11016,0.0442
2011,8,ירושלים,מבשרת ציון,מועצה מקומית,11764,0.860465116,400,74,398,0.034
2011,8,ירושלים,קריית יערים,יישוב כפרי,1002,0.458333333,35,4,35,0.0349
